Peak_Coordinates	BCL11A	CTCF	CTCFL	DNMT1	ETS2	GTF2I	GTF3A	IRF2	KLF1	KLF10	KLF11	KLF13	KLF15	KLF16	KLF2	KLF4	KLF5	KLF7	KLF9	LYL1	MAZ	MZF1	PATZ1	PRDM6	RBAK	RREB1	SALL2	SALL4	SP1	SP2	SP4	SP5	SP7	SP8	SP9	STAT2	TAL1	TCF12	VEZF1	WT1	ZBTB17	ZBTB7A	ZBTB7C	ZFP14	ZFP28	ZFP57	ZFP64	ZFP69B	ZFX	ZFY	ZNF121	ZNF124	ZNF132	ZNF169	ZNF180	ZNF181	ZNF182	ZNF189	ZNF202	ZNF205	ZNF219	ZNF23	ZNF263	ZNF267	ZNF281	ZNF283	ZNF30	ZNF304	ZNF311	ZNF341	ZNF354C	ZNF37A	ZNF384	ZNF394	ZNF398	ZNF436	ZNF441	ZNF444	ZNF467	ZNF484	ZNF513	ZNF527	ZNF530	ZNF543	ZNF548	ZNF557	ZNF566	ZNF571	ZNF596	ZNF613	ZNF658	ZNF682	ZNF71	ZNF766	ZNF77	ZNF770	ZNF774	ZNF776	ZNF786	ZNF823	ZNF84	ZNF846	ZNF860	ZSCAN22	ZSCAN30
chr20_11986011_11986512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2015	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_12846174_12846675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929	0	0.1785	0	0	0	0	0	0	0.1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0.1435	0	0	0	0	1	0	0	0.4745	0	0	0	0	0	0.176	0	0	0
chr20_17503910_17504411	0.3	0	0	0	0.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_22987030_22987531	0	0	0	0	0.8915	0	0	0	0	0	0.1895	0	0	0	0	0	0	0	0	0	0	0	0	0.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.554	0	0	0	0	0	0	0	0	0	0	0	0.9995	0.878	0	0	0.5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8075	0	0	0	0	0	0.126	0	0	0	0	0	0	0.9505	0	0	0	0.1755	0	0	0	0.2165	0	0	0	0	0	0	0	0	0	0	0
chr20_29829032_29829533	0	0	0	0	0	0	0	0	0	0	0.1955	0	0	0	0	0	0	0	0	0	0.819	0.737	0	0.1265	0	0	0.475	0.5105	0	0	0	0	0	0	0	0	0	0	0.14	0.2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.422	0	0	0	0.2495	0	0	0	0	0.2545	0	0.2795	0	0	0	0	0	0.5105	0.1675	0	0	0	0	0	0	0.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993	0	0	0
chr20_29843748_29844249	0	0	0	0	0	0	0	0	0.1705	0.1975	0	0	0	0.625	0	0	0	0.8065	0.371	0	0.48	0	0	0	0.724	0	0	0	0	0	0	0	0.2565	0.524	0	0	0	0	0.4965	0.806	0.4995	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0.3875	0	0	0	0.4605	0	0.649	0	0	0	0.6575	0	0.328	0	0	0.5565	0	0	0	0	0.4905	0	0	0.4905	0.351	0	0	0	0	0.8245	0.449	0	0	0.1865	0	0	0	0	0	0	0	0.9165	0.2185	0	0.6085	0	0	0.964	0	0	0
chr20_43825519_43826020	0	0.2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0.7415	0	0	0	0	0	0	0	0	0	0	0.3705	0	0.7325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6115	0.387	0	0	0	0	0	0	0	0	0.246	0.7425	0	0	0	0	0	0.6395	0	0	0.5465	0	0	0	0	0	0	0	0	0.1885	0	0	0	0	0.5725	0	0
chr20_54335685_54336186	0	0	0	0	0	0	0	0	0.1165	0	0.9615	0	0	0	0	0	0	0.3315	0	0	0.275	0	0	0	0	0	0.1315	0	0	0	0	0	0	0	0	0	0	0	0.6065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.784	0.2595	0	0	0	0.913	0	0	0	0	0	0	0	0.972	0	1	0	0	0	0	0	0	0.2365	0	0.7605	0	0	0	0	0	0	0.257	0	0	0	0	0	0	0	0	0	0	0.197	0	0	0	0	0.565	0	0	0
chr20_55530295_55530796	0	0	0	0	0	0	0	0.159	0.14	0.5745	0	0	0	0.4305	0	0	0	0.2845	0.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8125	0.995	0	0	0	0	0.478	0.2945	0.3885	0	0	0	0	0	0	0	0	0	0	0	0	0.692	0.493	0	0	0	0	0	0.9445	0	0	0.153	0	0	0.834	0	0	0	0	0	0	0	0	0	0	0.6475	0.811	0	0	0	0	0.295	0	0.9795	0	0.187	0	0	0	0	0	0.265	0	0.1285	0.972	0	0	0	0	0	0.265	0	0
chr20_59595225_59595726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0	0	0	0	0	0	0	0.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6075	0	0	0	0	0	0	0	0
chr20_59702349_59702850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0
chr20_71610704_71611205	0	0.459	0.2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779	0	0	0	0	0	0	0	0	0	0	0	0.3695	0	0	0	0	0	0	0	0.2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6145	0	0	0	0	0	0	0	0.971	0	0	0	0	0	0	0	0.4805	0	0	0	0.3415	0	0	0.7645	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7175	0	0	0	0	0
chr20_71711902_71712403	0	0	0	0	0	0	0	0	0	0	0.668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297	0	0	0	0	0	0	0	0	0	0	0	0.8255	0	0.4205	0	0	0	0	0.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848	0	0	0	0	0.32	0	0	0	0	0.2585	0	0	0	0	0	0	0	0	0.577	0	0	0	0	0	0	0	0	0	0	0	0.446	0	0	0	0	0	0	0	0.658	0	0	0	0	0	0
chr20_71737773_71738274	0	0.264	0.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424	0	0	0	0	0	0	0	0	0	0	0.5765	0.3835	0	0	0.2345	0	0	0.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732	0.4835	0	0.645	0	0	0.2	0	0.569	0	0	0
chr3_2542863_2543364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4155	0	0.3885	0	0	0.942	0	0	0	0	0.4635	0	0	0.225	0.7615	0	0	0	0	0.9495	0	0	0	0.9995	0	0	0	0.1725	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5205	0.623	0	0	0	0	0.981	0.9955	0	0	0.329	0	0	0.223	0	0	0	0	0.9735	0	0
chr3_2592910_2593411	0	0	0	0	0	0	0	0	0.6925	0.666	0	0.1765	0.469	0.21	0	0.1785	0.6655	0.2175	0.232	0	0	0	0	0	0	0	0	0	0.536	0	0.7115	0.449	0	0.641	0.88	0	0	0	0	0.417	0	0	0	0	0	0.1995	0.123	0	0	0	0	0	0.176	0	0	0	0	0	0	0.5395	0	0	0	0	0	0	0	0	0	0	0	0.5355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5095	0	0.313	0	0	0.2065	0.412	0	0	0	0.6425	0	0	0	0	0	0.6215	0	0.1785	0.15
chr3_5810473_5810974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8935	0	0.7685	0	0	0	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_14486921_14487422	0	0	0	0	0	0.5945	0	0	0	0	0	0.8805	0	0	0.7045	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9845	0	0	0	0	0	0.265	0	0	0	0	0	0	0	0	0.3435	0	0	0	0	0	0.9895	0	0	0	0	0	0	0.1835	0	0	0	0	0	0	0	0.9995	0	0	0	0
chr3_14518904_14519405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1325	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.2465	0	0	0.4015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963	0	0	0	0.66	0	0	0	0	0	0	0.1585	0.8675	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0.417	0	0
chr3_14639161_14639662	0	0	0	0	0	0	0	0	0.8715	0	0.344	0	0	0	0	0	0	0	0	0	0.986	0.8985	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.928	0	0.509	0	0	0	0	0	0	0	0	0	0	0	0.9145	0	0	0	0	0	0.957	0	0	0	0	0.246	0	0	0	1	0	0.6585	1	0	0	0	0	0	0	0.387	0.1875	0	0	0	0	0	0	0.9835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_31744710_31745211	0.817	0	0	0	0	0	0	0	0	0	0.1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.908	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0	0	0.9995	0	0	0	0	0	0.8075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_35830919_35831420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.774	0	0	0	0.3445	0	0	0	0.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2825	0	0	0	0	0	0	0	0	0.4955	0	0	0.593
chr3_42666262_42666763	0	0	0	0.326	0	0	0	0	0.8705	0.35	0	0	0	0	0	0	0.356	0.6825	0.719	0	0	0	0	0.326	0	0	0	0	0	0	0.3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211	0	0	0	0	0	0	0	0.712	0	0	0	0	0.4335	0	0	0.4315	0	0.6285	0	0	0.1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0.717	0	0.852	0	0	0.567	0.4085	0	0	0	0	0	0	0	0	0	0.448	0.3435	0.653	0.277
chr3_42694009_42694510	0	0	0	0	0	0	0	0	0.243	0.6705	0.181	0.4115	0.484	0.122	0.254	0.7245	0.427	0.704	0.587	0.348	0	0	0	0	0.4635	0	0.607	0.66	0.4535	0.8075	0.4555	0.719	0	0.2335	0.722	0	0	0	0	0.401	0.125	0	0	0	0	0	0	0	0.311	0.137	0	0	0.7755	0	0.521	0	0	0	0.5765	0	0	0	0	0	0.5495	0.4765	0.2265	0	0.4135	0	0	0	0	0	0.5765	0.731	0.7375	0	0.196	0	0	0	0	0.66	0	0	0	0.618	0	0	0	0.7785	0	0	0	0	0	0	0.6545	0	0	0.6585	0	0.569	0
chr3_46461756_46462257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.704	0	0	0	0	0	0	0	0	0	0	0.5275	0	0	0	0.8355	0	0	0.627	0	0	0.9945	0	0	0	0	0	0	0	0	0.954	0.241	0	0	0	0	0	0	0.3925	0	0	0	0	0	0	0	0.3315	0	0.857	0	0	0.5275	0	0	0	0	0	0
chr3_46695556_46696057	0	0	0	0	0	0	0	0	0	0	0	0.452	0	0	0	0.2525	0	0	0.164	0	0.84	0	0	0	0	0	0.1565	0	0.5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2495	0	0	0.2235	0	0	0	0	0	0	0	0	0	0	0	0	0.8335	0	0	0.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456	0	0	0	0	0	0	0.385	0	0	0	0.2815	0.3995	0.639	0	0
chr3_53626028_53626529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9995	0	0	0	0.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318	0	0	0	0	0.1675	0	0	0.4335	0	0	0	0	0	0	0	0	0
chr3_60253872_60254373	0	0	0	0.408	0	0.3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639	0	0	0	0	0	0	0	0.148	0	0	0	0	0	0.272	0.358	0.2835	0	0	0	0	0	0	0	0.9535	0	0	0	0	0	0.772	0	0	0	0.811	0	0	0	0.301	0	0	0	0.6455	0	0.608	0.4515	0	0.8085	0	0.1945	0	0	0	0	0.3625	0.8015	0	0	0	0	0.2055	0	0	0.6875	0	0	0.8035	0	0	0	0	0.624	0.1315	0	0	0.5355	0	0.367	0	0.1415	0.9755
chr3_60343073_60343574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0.1435	0	0	0	0	0	0	0	0	0	0	0	0
chr3_70541715_70542216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9905	0	0	0	0	0	0	0	0	0	0.9775	0	0	0	0	0	0	0	0	0
chr3_70580308_70580809	0	0	0	0	0	0	0	0.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6795	0	0	0	0	0.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7375	0	0.9655	0
chr3_78944935_78945436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_79820066_79820567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0	0	0	0.151	0	0	0	0	0	0	0	0	0	0.2655	0	0	0.2995	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr3_84666639_84667140	0	0	0	0	0	0.5515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688	0.2585	0	0.57	0	0	0.817	0.3575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231	0	0	0	0	0	0	0	0	0.6045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7435	0.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_84682317_84682818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439	0	0.932	0	0	0
chr3_84824476_84824977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3145	0	0	0	0	0	0	0	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_111222380_111222881	0	0	0	1	0	0	0	0	0.9345	0.1855	0	0	0	0	0.2625	0	0	0	0	0	0.64	0	0	0.339	0	0.2295	0.178	0.985	0	0	0	0.5935	0	0	0	0	0	0	0.131	0.8835	0.761	0	0	0	0	1	0.308	0	0	0	0	0	0	0	0.289	0	0.155	0	0	0	0.953	0	0	0	0.3705	0.678	0.129	0.6195	0.862	0	0	0	0.6785	0	0	0	0	0.205	0.7	0	0.9905	0	0	0	0	0.6365	0.278	0.7445	0.238	0.433	0.483	0	0.9225	0	0	0.685	0	0	0	0	0	0.358	0	0	0
chr3_111510983_111511484	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0.8985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9585	0	0	0	0
chr3_119304027_119304528	0.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3215	0	0	0	0	0	0	0	0	0	0	0	0.529	0	0	0	0	0	0	0	0	0.9995	0	0	0	0	0	0	0	0	0	0	0	0.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4015	0	0	0	0	0	0	0	0	0	0	0	0	0.9515	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr3_130532636_130533137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138	0	0	0	0	0	0	0	0	0	0.3685	0	0	0	0.223	0	0	0	0	0	0	0	0	0	0	0	0	0.9245	0	0	1
chr3_131252212_131252713	0.389	0	0	0	0	0	0.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246	0	0	0	0	0	0.2055	0	0	0	0	0	0	0.956	0	0.8705	0	0	0.1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0.999	0	0
chr3_131420785_131421286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983	0	0	0	0	0	0.7985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_132246797_132247298	0	0	0	0	0	0.3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213	0	0	0	0	0	0	0	0	0	0	0	0.7705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.252	0	0	0	0	0	0	0.2335	0.811	0	0	0	0	0	0	0	0	0.456	0	0	0	0.2145	0	0	0.6105	0	0	0	0	0	0	0	0
chr3_134781614_134782115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996	0	0	0.3585	0	0	0	0	0.244	0	0.649	0	0	0	0	0.365	0	0	0	0	0	0	0	0.4945	0	0	0.4145	0	0	0	0	0	0	0	0
chr3_154147400_154147901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496	0	0	0	0	0	0	0	0	0	0	0	0.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_163869564_163870065	0	0	0	0	0.9945	0	0.4235	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501	0	0	0	0	0	0.2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381	0	0	0.6605	0	0.977	0	0	0	0	0	0	0	0	0	0	0.932	0	0	0	0.537	0	0	0	0	0	0.7135	0	0	0	0	0	0.606	0	0	0
chr3_166106003_166106504	0	0	0	0	0	0	0	0	0.1755	0.7825	0	0.164	0	1	0.272	0	0	0	0.845	0	0.907	0	0	0.4895	0	0.17	0.9995	0	0	0	0	0	0	0	0	0	0	0	0.3865	0	0	0	0.999	1	0	0	0	0	0	0	0	0	0	0.4235	0.9775	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0	1	0.2005	0	0	0	0	0	0	0	0.271	0	0	0	0	0	0.433	0.8565	0	0	0	0	0.6685	0	1	0	0	0	0.6205	0	0	0.4795	0.393	0	0	0	0
chr3_176238240_176238741	0	0	0	0	0	0	0	0	0	0.3225	0.3135	0.262	0	0.5935	0.3485	0	0	0	0.328	0	0	0	0	0	0	0	0.5185	0	0	0	0	0.3035	0	0.67	0.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.3395	0	0	0	0	0	0	0	0.3375	0	0	0	0	0	0.1615	0	0	0	0	0
chr3_176288695_176289196	0	0	0.53	0	0	0	0.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2075	0	0.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2435	0	0.86	0	0.9885	0	0	0	0	0	0.996	0.851	0	0	0.569	0.9895	0.9895	0	0	0	0	0.4525	0	0	0.8485	0	0	0	0	0	0	0.9595	0	0	0	0	0	0	0	0.6055	0.311	0	0	0	0	0	0.517	0.9805	0.3005	0	0	0	0.953	0	0	0	0	0.971	0.2355	0.5955	0.766	0	0	0.463	0	0	0.9665
chr3_176319915_176320416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5765	0	0.991	0	0	0	0	0	0	0.205	0	0	0.3035	0	0	0	0	0	0	0.688	0	0	0	0	0	0	0	0	0	0.9815	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0.196	0	0.2025	0.648	0	0	0	0	0	0	0.241	0.6245	0	0.6155	0	0	0	0	0	0
chr3_177876184_177876685	0	0	0	0	0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1555	0	0.494	0	0	0	0	0.1285	0	0.7685	0	0	0	0	0	0.9935	0	0	0	0	0	0	0	0	0	0.976	0	0	0.3905	0.9565	0.826	1	0	0.9295	0	0	0	0	0	0	0.621	0	0	0	0	0	0	0.9065	0	1	0.9975	0	0	0	1	0	0	0	0	0	0	0	0	0.1545	0	0.851	0
chr3_177902828_177903329	0	0	0	0	0	0	0	0	0.7665	0	0	0	0	0	0	0	0	0	0.834	0	0	0	0	0	0	0	0.611	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4365	0	0.484	0	0	0	0.1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9495	0	0	0	0	0	0	0	0	0	0
